name,price,location,Тип предложения,Период аренды,Серия,Дом,Этаж,Площадь,Отопление,Состояние,Интернет,Санузел,Газ,Балкон,Входная дверь,Парковка,Мебель,Пол,Высота потолков,Правоустанавливающие документы,Телефон,Безопасность,Разное,"
                                    Дом                            ",Площадь участка,Возможность ипотеки,Кол-во этажей,Канализация,Питьевая вода,Электричество,Коммуникации,"
                                    Тип строения                            ",Поливная вода,Местоположение
"3-комн. кв., 100 м2",$ 1 200,"Бишкек, Бишкек-Парк, Токтогула, 167",от агента,,индивид. планировка,"кирпичный, 2020 г.",8 этаж из 14,"100 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"2-комн. кв., 90 м2",$ 700,"Бишкек, Ак Кеме, Чынгыза Айтматова пр-т, 91",от агента,,индивид. планировка,"кирпичный, 2009 г.",2 этаж из 11,"90 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"2-комн. кв., 60 м2",$ 650,"Бишкек, VEFA, Фатьянова, 170",от агента,,индивид. планировка,"кирпичный, 2018 г.",7 этаж из 12,"60 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"3-комн. кв., 95 м2",$ 1 000,"Бишкек, Бишкек-Парк, Токтогула, 167",от агента,,индивид. планировка,"кирпичный, 2020 г.",4 этаж из 14,"95 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"3-комн. кв., 105 м2",$ 1 000,"Бишкек, Магистраль, Токомбаева, 27",от агента,,индивид. планировка,"кирпичный, 2020 г.",9 этаж из 9,"105 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"1-комн. кв., 45 м2",$ 400,"Бишкек, Политех, Исы Ахунбаева, 173а",от агента,,индивид. планировка,"кирпичный, 2010 г.",5 этаж из 10,"45 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"Коммерческая недвижимость, 222.59 м2",$ 3 000,"Бишкек, Чуй пр-т",от агента,,индивид. планировка,,,222.59 м2,,,,,,,,,,,,,,,,,2.2259 соток,нет,3,,,,,,,
"Коммерческая недвижимость, 75 м2",$ 850,"Бишкек, Радищева",от агента,,индивид. планировка,,,"75 м2, жилая",,,,,,,,,,,3.5 м.,,,,,,0.75 соток,нет,10,,,,,,,
"Коммерческая недвижимость, 117 м2",$ 234 000/мес.,"Бишкек, Золотой квадрат",от агента,на долгий срок,,,,117 м2,центральное,среднее,оптика,,,,,,,,2.7 м.,,возможно подключение,решетки на окнах,,кирпичный,,,7,,,,,,,
"2-комн. кв., 43 м2",$ 461/мес.,"Бишкек, Парк Ататюрк, Toktonalieva 82/Ahunbaeva",от собственника,на долгий срок,104 серия,кирпичный,2 этаж из 4,43 м2,,евроремонт,,,,балкон,,,полностью меблирована,паркет,,,,,"тихий двор,                                             пластиковые окна",,,,,,,,,,,
"Коммерческая недвижимость, 305 м2",$ 3 000,"Бишкек, Байтик Баатыра",от агента,,индивид. планировка,,,305 м2,,,,,,,,,,,2.5 м.,,,,,,3.05 соток,нет,10,,,,,,,
"4-комн. кв., 100 м2",$ 1 000,"Бишкек, Юсупа Абдрахманова, 176",от агента,,индивид. планировка,"монолитный, 1980 г.",10 этаж из 12,"100 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"2-комн. кв., 46 м2",$ 461/мес.,"Бишкек, Юбилейка, Элебаева 3/Кулатова",от собственника,на долгий срок,104 серия,панельный,1 этаж из 4,46 м2,центральное,хорошее,,совмещенный,магистральный,нет,металлическая,,полностью меблирована,ламинат,,,возможно подключение,домофон,"пластиковые окна,                                             неугловая,                                             встроенная кухня,                                             тихий двор",,,,,,,,,,,
"2-комн. кв., 85 м2",$ 650,"Бишкек, Анарбека Бакаева, 195",от агента,,индивид. планировка,"монолитный, 2015 г.",5 этаж из 5,"85 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"3-комн. кв., 130 м2",$ 40/сутки,"Бишкек, Золотой квадрат, Киевская 80/Эркиндик (Дзержинка)",от собственника,посуточно,элитка,кирпичный,7 этаж из 9,"130 м2, кухня: 40 м2",,евроремонт,,,,,металлическая,,,,,,,,,,,,,,,,,,,
"2-комн. кв., 58 м2",$ 520,"Бишкек, Моссовет, Юсупа Абдрахманова, 125",от агента,,индивид. планировка,"кирпичный, 1980 г.",4 этаж из 9,"58 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"Дом, 1-комн., 30 м2",$ 240,"Бишкек, 8 м-н, Шукурова",от агента,,индивид. планировка,,,"30 м2, жилая: 30 м2",,,,,,,,,,,,,,,,,4 соток,нет,1,,,,,,,
"2-комн. кв., 50 м2",$ 800,"Бишкек, Парк Панфилова/Спартак, Якова Логвиненко, 55",от агента,,индивид. планировка,"кирпичный, 2018 г.",10 этаж из 16,"50 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"1-комн. кв., 48 м2",$ 450/мес.,"Бишкек, Магистраль, Ч. Айтматова 104/1/Масалиева",от собственника,помесячно,108 серия,"монолитный, 2022 г.",4 этаж из 9,48 м2,автономное,евроремонт,оптика,,,,,,,,2.8 м.,,,,,,,,,,,,,,,
"3-комн. кв., 78 м2",$ 461/мес.,"Бишкек, Горького - Панфилова, Кулатова/Логвиненко",от агента,на долгий срок,элитка,кирпичный,8 этаж из 11,78 м2,центральное,евроремонт,проводной,раздельный,,лоджия,бронированная,,полностью меблирована,ламинат,,,,"домофон,                                             сигнализация,                                             охрана,                                             видеонаблюдение","пластиковые окна,                                             кухня-студия,                                             новая сантехника,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,,,,,,,,,,
"Коммерческая недвижимость, 90 м2",$ 2 000,"Бишкек, Чуйкова",от агента,,индивид. планировка,,,"90 м2, жилая",,,,,,,,,,,,,,,,,0.9 соток,нет,14,,,,,,,
"2-комн. кв., 89 м2",$ 1 000,"Бишкек, 12 м-н, 12-й микрорайон, 69",от агента,,индивид. планировка,"кирпичный, 2018 г.",3 этаж из 13,"89 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"3-комн. кв., 100 м2",$ 800,"Бишкек, Парк Панфилова/Спартак, Панфилова, 188",от агента,,индивид. планировка,"монолитный, 2015 г.",3 этаж из 13,"100 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"2-комн. кв., 70 м2",$ 600,"Бишкек, Старый аэропорт, Анарбека Бакаева, 132",от агента,,индивид. планировка,"кирпичный, 2016 г.",3 этаж из 10,"70 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"2-комн. кв., 56 м2",$ 850,"Бишкек, Золотой квадрат, Орозбекова, 19",от агента,,индивид. планировка,"монолитный, 2019 г.",8 этаж из 13,"56 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"3-комн. кв., 65 м2",$ 570,"Бишкек, Московская - Уметалиева, Московская, 189",от агента,,индивид. планировка,"панельный, 1992 г.",5 этаж из 6,"65 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"2-комн. кв., 75 м2",$ 600,"Бишкек, Душанбинка, Джаманбаева, 8",от агента,,индивид. планировка,"кирпичный, 2019 г.",10 этаж из 12,"75 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"2-комн. кв., 65 м2",$ 520,"Бишкек, Джал-29 м-н, Джал-29 мкр, 14",от агента,,индивид. планировка,"панельный, 2018 г.",9 этаж из 14,"65 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"2-комн. кв., 42 м2",$ 350/мес.,"Бишкек, Комфорт",от собственника,на долгий срок,хрущевка,кирпичный,2 этаж из 5,42 м2,,хорошее,,,,,,,,,,,,,,,,,,,,,,,,
"3-комн. кв., 92 м2",$ 800,"Бишкек, Моссовет, Сагымбая Манасчы, 77",от агента,,индивид. планировка,"кирпичный, 2014 г.",2 этаж из 9,"92 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
"Коммерческая недвижимость, 150 м2",$ 1 950,"Бишкек, 8 м-н, Юнусалиева",от агента,,индивид. планировка,,,"150 м2, жилая",,,,,,,,,,,3.5 м.,,,,,,1.5 соток,нет,8,,,,,,,
"2-комн. кв., 65 м2",$ 600,"Бишкек, Кок-Жар ж/м, Шоокум, 84",от агента,,индивид. планировка,"кирпичный, 2022 г.",2 этаж из 12,"65 м2, жилая",,,,,,,,,,,,,,,,,,нет,,,,,,,,
